Mæg	mag
gecwedenum	gecweþan
lofe	lof
hi	hi|heo
ferdon	feran
on	on|an
elebergena	eleberge
Munt	munt
Ða	þa|se
cwæð	cweðan
se	se
hælend	hælend
ealle	ealle|eall|eal
ge	ge
beoð	None
geuntreowsode	geuntreowsian
on	on|an
þisse	þes
nihte	niht|neaht
forþam	forðam
þe	þu|þe|se
hit	hit
awriten	awriten|awritan
is	wesan|seon|is
ic	ic
slea	slean
þæne	se
hyrde	hyrdan|hyran|hirde
&	None
beon	beon|beo|bannan
þa	þu|þa|se
scep	sceop
todræfede	todræfan
Ac	ac
æfter	æfter
þam	þæm|þam|se
þe	þu|þe|se
ic	ic
arise	arisan
ic	ic
cume	cuman|ancuman
beforan	beforan
eow	ge|eowan|eow
on	on|an
Galileam	galilea
Þa	þa|se
sæde	sæd|secgan
Petrus	petrus
him	him|hi|he
þeah	þiсgan|þicgan|þeon|þeah
ðe	þu|þe|ðe
ealle	ealle|eall|eal
swicion	swician
ne	nesan|neh|ne
swicige	swician
ic	ic
þe	þu|þe|se
na	na
Ða	þa|se
cwæð	cweðan
se	se
hælend	hælend
soþlice	soþlice
ic	ic
þe	þu|þe|se
secge	secg
þæt	þæt|se
ðu	þu
on	on|an
þisse	þes
nihte	niht|neaht
ær	ær
hana	hana
tuwa	twiwa
crawe	crawe|crawan
þriwa	þriwa
wiðsæcst	None
min	min|ic
&	None
he	he
þæs	se
ðe	þu|þe|ðe
mare	micel|mare|mara
spræc	sprecan
&	None
þeah	þiсgan|þicgan|þeon|þeah
me	me|ic
gebyrige	gebyrian
mid	mid
þe	þu|þe|se
to	toh|to
sweltene	None
ne	nesan|neh|ne
ætsace	ætsacan
ic	ic
þin	þu|þin
&	None
swa	swa
hi	hi|heo
cwædon	cweþan|cweðan
ealle	ealle|eall|eal
Þa	þa|se
comon	cuman
hi	hi|heo
to	toh|to
anum	an
tune	tune|tun
þæs	se
nama	nama
wæs	wesan|seon|beon
Gezemani	gezemani
&	None
he	he
cwæð	cweðan
to	toh|to
his	hit|his|he
leorningcnihton	leornungcniht|leorningcniht
sittað	None
her	heran|her
oð	oþ|oð
þæt	þæt|se
ic	ic
me	me|ic
gebidde	gebiddan
And	and
he	he
nam	niman
þa	þu|þa|se
mid	mid
him	him|hi|he
Petrum	petrus
&	None
Iacobum	iacob
&	None
Iohannem	iohannes
þa	þu|þa|se
ongan	onginnan
he	he
forhtian	forhtian
&	None
sargian	sargian
&	None
sæde	sæd|secgan
him	him|hi|he
unrot	unrot
is	wesan|seon|is
min	min|ic
sawl	sawel
oð	oþ|oð
deað	None
Gebidað	None
her	heran|her
&	None
waciað	None
Ða	þa|se
he	he
lythwon	lythwon
forðstop	forþstæppan
he	he
astrehte	astreccan
hine	he
ofer	ofer
þa	þu|þa|se
eorðan	eorþ|eorðe
&	None
he	he
bæd	bædan|biddan
gif	gif
hit	hit
beon	beon|beo|bannan
mihte	miht|meaht|magan
þæt	þæt|se
he	he
on	on|an
þære	þære|se
tide	tidan|tid
fram	fram
him	him|hi|he
gewite	gewitan
And	and
þa	þu|þa|se
cwæð	cweðan
he	he
Abba	abba
þæt	þæt|se
is	wesan|seon|is
fæder	fæder
on	on|an
ure	ure|ur
geþeode	geþeode|geþeodan
ealle	ealle|eall|eal
þing	þingan|þing
þe	þu|þe|se
synt	None
mihtiglice	meahtelic
Afyrr	afyrran
þysne	þes
calic	calic
fram	fram
me	me|ic
ac	acan|ac
na	na
þæt	þæt|se
ic	ic
wylle	None
ac	acan|ac
þæt	þæt|se
þu	þu
Þa	þa|se
com	cuman
he	he
&	None
funde	findan
hi	hi|heo
slæpende	slæpan
&	None
cwæð	cweðan
to	toh|to
Petre	petrus
Simon	simon
slæpst	slæpan|slapan
þu	þu
Ne	ne
mihtest	None
ðu	þu
ane	an
tide	tidan|tid
wacian	wacian
Waciað	None
&	None
gebiddað	gebiddan
þæt	þæt|se
ge	ge
on	on|an
costnunge	costnung
ne	nesan|neh|ne
gan	gan
Witodlice	witodlice
se	se
gast	gast
is	wesan|seon|is
gearu	gearu
ac	acan|ac
þæt	þæt|se
flæsc	flæsc
is	wesan|seon|is
untrum	untrum
And	and
eft	eft
he	he
gebæd	gebiddan
þa	þu|þa|se
ylcan	ilca
spræce	sprecan
&	None
þa	þu|þa|se
he	he
hine	he
eft	eft
agen	ongeagn|agen|agan
bewende	bewende|bewendan
he	he
funde	findan
hi	hi|heo
slæpende	slæpan
Hyra	hira
eagan	eage
wæron	wesan|seon|beon
gehefegode	gehefigian
&	None
hi	hi|heo
n	næs|ne
yston	ystan
hwæt	hwæt#2
hi	hi|heo
him	him|hi|he
andswaredon	None
Ða	þa|se
com	cuman
he	he
þriddan	þridda
siðe	siþ
&	None
sæde	sæd|secgan
him	him|hi|he
slapað	None
nu	nu
&	None
restað	None
Genoh	genoh
hit	hit
ys	None
Tima	None
ys	None
cumen	cuman
nu	nu
is	wesan|seon|is
mannes	mann
sunu	sunu
geseald	sellan|gesellan|geseald
on	on|an
synfulra	synfull|synful
handa	hand
Arisaþ	arisan
uton	witon
gan	gan
Nu	nu
is	wesan|seon|is
gehende	gehende
se	se
ðe	þu|þe|ðe
me	me|ic
sylð	None
Him	him|hi|he
þa	þu|þa|se
ða	þe|þa|ða|se
gyt	git
sprecendum	None
com	cuman
Iudas	iudas
Scarioth	scarioth
þæt	þæt|se
ys	None
wiþersaca	wiþersæc|wiþersaca
an	on|an
of	of
þam	þæm|þam|se
twelfum	twelf
&	None
mid	mid
him	him|hi|he
mycel	micel
menegeo	menigu
mid	mid
swurdum	sweord
&	None
mid	mid
sahlum	sagol
fram	fram
heahsacerdum	heahsacherd
bocerum	bocere
&	None
ealdrum	ealdor
Soðlice	soþlice|soðlice
his	hit|his|he
læwa	læwa
him	him|hi|he
tacen	tacn|tacen|tacan
sealde	sellan
&	None
þus	þus
cwæð	cweðan
swa	swa
hwylcne	hwilc
swa	swa
ic	ic
cysse	cyssan
he	he
hit	hit
is	wesan|seon|is
Nimað	None
&	None
lædað	None
hine	he
wærlice	wærlice
&	None
sona	sona
swa	swa
he	he
com	cuman
he	he
genealæhte	genealæcan
him	him|hi|he
to	toh|to
&	None
cwæð	cweðan
Lareow	None
&	None
cyste	cystan|cyst|cyssan
hine	he
&	None
hi	hi|heo
hyra	hyra|hyr|hira|hi
handa	hand
on	on|an
hine	he
wurpon	weorpan
&	None
namon	niman
hine	he
Soðlice	soþlice|soðlice
an	on|an
of	of
þam	þæm|þam|se
þe	þu|þe|se
ðar	þær
embeuton	ymbutan
stodon	standan
his	hit|his|he
swurde	sweord
abræd	abredan
&	None
sloh	slean
þæs	se
sacerdes	sacerd
þeow	þeowan|þeow
&	None
his	hit|his|he
eare	eare|ear
of	of
acearf	aceorfan
Þa	þa|se
cwæð	cweðan
se	se
hælend	hælend
him	him|hi|he
andswariende	andswarian
swa	swa
swa	swa
to	toh|to
anum	an
sceaðan	sceaþa
ge	ge
ferdon	feran
mid	mid
swurdon	sweord
&	None
treowum	treowe|treow
me	me|ic
gefon	gefon
Þonne	þonne
ic	ic
dæghwamlice	dæghwamlice
mid	mid
eow	ge|eowan|eow
wæs	wesan|seon|beon
on	on|an
temple	templ|tempel
lærende	læran
&	None
ge	ge
me	me|ic
ne	nesan|neh|ne
namon	niman
ac	acan|ac
þæt	þæt|se
þa	þu|þa|se
gewritu	gewrit
syn	None
gefyllede	gefyllan
Ða	þa|se
forleton	forlætan
his	hit|his|he
leorningcnihtas	leornungcniht
ealle	ealle|eall|eal
hine	he
&	None
flugon	fleon|fleogan
Sum	sum
iungling	geongling
him	him|hi|he
fyligde	fylgean
mid	mid
anre	an
scytan	scite
bewæfed	bewæfan
nacod	nacod|nacian
&	None
hi	hi|heo
namon	niman
hine	he
Ða	þa|se
aworpenre	aweorpan
þære	þære|se
scytan	scite
nacod	nacod|nacian
he	he
him	him|hi|he
fram	fram
fleah	fleon|fleogan|flean
And	and
hi	hi|heo
læddon	lædan
þæne	se
hælend	hælend
to	toh|to
þam	þæm|þam|se
heahsacerde	heahsacerd
&	None
comon	cuman
ealle	ealle|eall|eal
sacerdas	sacerd
&	None
boceras	boh|bocere
&	None
ealdras	ealdor
togædere	togædere
Petrus	petrus
him	him|hi|he
fyligde	fylgean
feorran	feorran|feorr|feor
oþ	oþ
ðæs	se
heahsacerdes	heahsacerd
cafertun	cafertun
&	None
he	he
sæt	sæt|sittan
mid	mid
þam	þæm|þam|se
ðenum	None
&	None
wyrmde	wirman
hine	he
æt	æt|etan
þam	þæm|þam|se
fyre	fyr
Þa	þa|se
heahsacerdas	heahsacerd
sohton	sœ̄сan|seсan|secan
&	None
eall	eall|eal
geþeaht	þeссean|þeссan|þeccan|geþeaht
tale	talu|tal
agen	ongeagn|agen|agan
þone	se
hælend	hælend
þæt	þæt|se
hi	hi|heo
hine	he
to	toh|to
deaðe	None
sealdon	sellan
&	None
hi	hi|heo
ne	nesan|neh|ne
fundon	findan
Manega	manig
sædon	secgan
lease	leas
gecyðnysse	gecyþnes
agen	ongeagn|agen|agan
hine	he
&	None
þa	þu|þa|se
cyðnessa	cyðnes
n	næs|ne
æron	None
þæslice	þæslice
Ða	þa|se
arison	arisan
sume	sum
&	None
sædon	secgan
lease	leas
cyðnesse	cyðnes
agen	ongeagn|agen|agan
hine	he
&	None
þus	þus
sædon	secgan
Soðes	soþes
we	we
gehyrdon	gehyrdan|gehyran
hine	he
secgan	None
ic	ic
towurpe	toweorpan
þis	þes
handworhte	handworht
tempel	templ|tempel
&	None
æfter	æfter
þrim	þri
dagum	dæg|dah|dag
ic	ic
oðer	oðer
unhandworht	unhandworht
getimbrie	getimbran
&	None
hyra	hyra|hyr|hira|hi
cyþnys	cyðnes
n	næs|ne
æs	æs
þæslic	þæslic
Þa	þa|se
aras	arisan|ar
sum	sum|su
heahsacerd	heahsacerd
on	on|an
hyra	hyra|hyr|hira|hi
midlene	midlene
&	None
ahsode	None
þæne	se
hælend	hælend
ne	nesan|neh|ne
andswarast	andswarian
þu	þu
nan	nan
ðing	None
agen	ongeagn|agen|agan
þæt	þæt|se
þas	þes
þe	þu|þe|se
onwurpað	onweorpan
He	he
suwode	None
&	None
naht	nawiht|nagan
ne	nesan|neh|ne
andswarode	andswarian
Eft	eft
hine	he
axode	axian
se	se
heahsacerd	heahsacerd
eart	wesan|seon
þu	þu
Crist	crist|Crist
þæs	se
gebletsodan	gebletsian
Godes	godes|god
sunu	sunu
Ða	þa|se
sæde	sæd|secgan
se	se
hælend	hælend
ic	ic
eom	wesan|seon|eoh
&	None
ge	ge
geseoð	None
mannes	mann
sunu	sunu
on	on|an
swyðran	None
healfe	healf
sittan	sittan
his	hit|his|he
mægenes	None
&	None
cumende	cumende|cuman
mid	mid
heofones	heofon
genipum	genip
Þa	þa|se
cwæð	cweðan
se	se
heahsacerd	heahsacerd
his	hit|his|he
reaf	reofan|reaf
slitende	slitan
hwi	hwy|hwi
gewilnige	gewilnian
we	we
gyt	git
cyðera	cyðere
Ge	ge
gehyrdon	gehyrdan|gehyran
his	hit|his|he
bysmer	bismer
Hwæt	None
þincð	None
eow	ge|eowan|eow
ða	þe|þa|ða|se
hyrwdon	hyrwan
hi	hi|heo
ealle	ealle|eall|eal
hine	he
&	None
cwædon	cweþan|cweðan
þæt	þæt|se
he	he
wære	wære|wær|wesan|seon|beon
deaðes	None
scyldig	scyldig
And	and
sume	sum
agunnon	aginnan
him	him|hi|he
on	on|an
spætan	spætan
&	None
oferwreon	oferwreon
his	hit|his|he
ansyne	ansyn
&	None
mid	mid
fystum	fyst
hine	he
beoton	beatan
&	None
him	him|hi|he
to	toh|to
cwædon	cweþan|cweðan
aræd	arædan
And	and
þa	þu|þa|se
ðenas	None
hine	he
mid	mid
handum	hand
beoton	beatan
And	and
þa	þu|þa|se
Petrus	petrus
wæs	wesan|seon|beon
on	on|an
cafertune	cafertun
þa	þu|þa|se
com	cuman
to	toh|to
him	him|hi|he
an	on|an
þinen	þinen|þignen
þæs	se
heahsacerdes	heahsacerd
&	None
þa	þu|þa|se
heo	heo
geseah	geseon
Petrum	petrus
wyrmende	wirman
þa	þu|þa|se
cwæð	cweðan
heo	heo
þu	þu
wære	wære|wær|wesan|seon|beon
mid	mid
ðam	ðam|se
Nazareniscan	nazarenisc|Nazarenisc
hælende	hælend|hælan
Ða	þa|se
ætsoc	ætsacan
he	he
&	None
cwæð	cweðan
ic	ic
n	næs|ne
at	None
Ne	ne
ne	nesan|neh|ne
can	сinan|cunnan
hwæt	hwæt#2
þu	þu
segst	None
And	and
he	he
eode	gan|eadan
þa	þu|þa|se
of	of
þam	þæm|þam|se
cafertune	cafertun
&	None
se	se
hana	hana
creow	crawan
Eft	eft
þa	þu|þa|se
hine	he
gecneow	gecnawan
oðer	oðer
þinen	þinen|þignen
Heo	heo
ongan	onginnan
cweðan	cweðan
to	toh|to
þam	þæm|þam|se
þe	þu|þe|se
ðar	þær
abutan	abutan
stodon	standan
soðlice	soþlice|soðlice
þes	þes
ys	None
of	of
þam	þæm|þam|se
&	None
he	he
eft	eft
ætsoc	ætsacan
&	None
eft	eft
þa	þu|þa|se
ymbe	ymbe|ymb
lytel	lytel
þa	þu|þa|se
ða	þe|þa|ða|se
ætstodon	ætstandan
cwædon	cweþan|cweðan
to	toh|to
Petre	petrus
soþlice	soþlice
þu	þu
eart	wesan|seon
of	of
ðam	ðam|se
Galileisc	galileisc
þu	þu
eart	wesan|seon
Þa	þa|se
ongan	onginnan
he	he
ætsacan	ætsacan
&	None
swerian	swerian
soðes	soþes|soð
ne	nesan|neh|ne
can	сinan|cunnan
ic	ic
þæne	se
man	munan|mann|man
þe	þu|þe|se
ge	ge
secgað	None
&	None
þa	þu|þa|se
eft	eft
sona	sona
creow	crawan
se	se
hana	hana
ða	þe|þa|ða|se
gemunde	gemunan
Petrus	petrus
þæs	se
hælendes	hælend
worde	word
þe	þu|þe|se
he	he
him	him|hi|he
sæde	sæd|secgan
ær	ær
se	se
hana	hana
crawe	crawe|crawan
tua	twiwa
þriwa	þriwa
ðu	þu
me	me|ic
ætsæcst	ætsacan
þa	þu|þa|se
ongan	onginnan
he	he
wepan	wepan
Þa	þa|se
sona	sona
on	on|an
mergen	merigen
worhton	wyrсean|wyrсan|wyrcan
þa	þu|þa|se
heahsacerdas	heahsacerd
hyra	hyra|hyr|hira|hi
gemot	gemot
mid	mid
ealdrum	ealdor
&	None
bocerum	bocere
&	None
eallum	eall|eal
werodum	werod|weorod
&	None
læddon	lædan
þæne	se
hælend	hælend
gebundenne	gebindan
&	None
sealdon	sellan
hine	he
Pilato	pilatus
Ða	þa|se
axode	axian
Pilatus	pilatus
hine	he
eart	wesan|seon
þu	þu
Iudea	iudeas|iudea
cynincg	None
þa	þu|þa|se
andswarode	andswarian
he	he
him	him|hi|he
þu	þu
hit	hit
segst	None
Ða	þa|se
wregdon	wregan
hine	he
þa	þu|þa|se
heahsacerdas	heahsacerd
on	on|an
manegum	manig
þingum	þing
Eft	eft
Pilatus	pilatus
hine	he
axode	axian
ne	nesan|neh|ne
andswarast	andswarian
þu	þu
nan	nan
þing	þingan|þing
loca	locian|loc
hu	hu
mycelum	micel
hi	hi|heo
þe	þu|þe|se
wregeað	wregan
Ða	þa|se
ne	nesan|neh|ne
andswarode	andswarian
se	se
hælend	hælend
him	him|hi|he
na	na
mare	micel|mare|mara
swa	swa
þæt	þæt|se
Pilatus	pilatus
wundrode	wundrian
On	on
symmeldæge	symbeldæg
wæs	wesan|seon|beon
his	hit|his|he
gewuna	gewunian|gewuna
þæt	þæt|se
he	he
him	him|hi|he
forgeafe	forgifan|forgiefan
ænne	an
gebundenne	gebindan
swa	swa
hwylcne	hwilc
swa	swa
hi	hi|heo
bædon	biddan
Þa	þa|se
bædon	biddan
hi	hi|heo
Barraban	barrabbas|barrabas
se	se
wæs	wesan|seon|beon
gebunden	gebunden|gebindan|bindan
mid	mid
þam	þæm|þam|se
ræplingum	ræpling
se	se
þurh	þurh
swiccræft	swiccræft
manslyht	mansliht
geworhte	gewyrсean|gewyrсan|gewyrcan
&	None
þa	þu|þa|se
he	he
ferde	feran
þa	þu|þa|se
ongan	onginnan
seo	seon|seo|se
menegeo	menigu
hine	he
biddan	biddan
swa	swa
heo	heo
symle	simble
dyde	dydan|don
Ða	þa|se
cwæð	cweðan
Pilatus	pilatus
wylle	None
ge	ge
þæt	þæt|se
ic	ic
eow	ge|eowan|eow
forgyfe	forgifan
Iudea	iudeas|iudea
cyning	cyning
He	he
wiste	witan|wist
þæt	þæt|se
ðurh	þurh|ðurh
andan	anda
hine	he
sealdon	sellan
þa	þu|þa|se
heahsacerdas	heahsacerd
Þa	þa|se
astyredon	astyrian
þa	þu|þa|se
bisceopas	bisceop
þa	þu|þa|se
menegu	menigu
þæt	þæt|se
he	he
him	him|hi|he
Barraban	barrabbas|barrabas
forgefe	forgifan
Eft	eft
Pilatus	pilatus
him	him|hi|he
andswarode	andswarian
hwæt	hwæt#2
do	don
ic	ic
be	be
Iudea	iudeas|iudea
cininge	None
Hi	hi
eft	eft
hrymdon	hryman
&	None
cwædon	cweþan|cweðan
hoh	hon
hine	he
Ða	þa|se
sæde	sæd|secgan
Pilatus	pilatus
hwæt	hwæt#2
yfeles	yfel
dyde	dydan|don
he	he
Hi	hi
þæs	se
þe	þu|þe|se
ma	micel
clypedon	clypian
ahoh	ahon
hine	he
Pilatus	pilatus
wolde	willan
þa	þu|þa|se
ðam	ðam|se
folce	folc
gecweman	gecweman
&	None
forgef	forgifan
him	him|hi|he
Barraban	barrabbas|barrabas
&	None
sealde	sellan
him	him|hi|he
þone	se
hælend	hælend
beswungenne	beswingan
þæt	þæt|se
he	he
ahangen	ahon
wære	wære|wær|wesan|seon|beon
Þa	þa|se
læddon	lædan
þa	þu|þa|se
cempan	cempa
hine	he
on	on|an
þæs	se
domernes	domern
cafertun	cafertun
&	None
hi	hi|heo
tosomne	tosamne
eall	eall|eal
werod	werod
clypedon	clypian
&	None
scryddon	scrydan
hine	he
mid	mid
purpuran	purpure
&	None
him	him|hi|he
on	on|an
setton	settan
þyrnenne	þyrnen
helm	helm
awundenne	awindan
&	None
ongunnon	onginnan
hine	he
þus	þus
gretan	gretan
hal	hal
wes	wesan
þu	þu
Iudea	iudeas|iudea
cyning	cyning
&	None
beoton	beatan
hine	he
on	on|an
þæt	þæt|se
heafod	heafod
mid	mid
hreode	hreodan|hreod
&	None
spætton	spætan
him	him|hi|he
on	on|an
&	None
heora	hira|hi|heore
cneow	cneow|cneo|cnawan
bigdon	bigan
&	None
hine	he
geeaðmeddon	geeadmedan
And	and
syððan	siððan
hi	hi|heo
hine	he
bysmrydon	bysmerian
unscryddon	unscrydan
hine	he
þam	þæm|þam|se
purpuran	purpure
&	None
scryddon	scrydan
hine	he
mid	mid
his	hit|his|he
reafum	reaf
&	None
læddon	lædan
hine	he
þæt	þæt|se
hi	hi|heo
hine	he
ahengon	ahon
&	None
genyddon	genidan
sumne	sum
wegferendne	wegferend
Simonem	simon
Cireneum	cyreneus
cumende	cumende|cuman
of	of
þam	þæm|þam|se
tune	tune|tun
Alexandres	alexander
fæder	fæder
&	None
Rufi	rufus
þæt	þæt|se
he	he
his	hit|his|he
rode	rode|rod
bære	beran
&	None
hi	hi|heo
læddon	lædan
hine	he
on	on|an
ða	þe|þa|ða|se
stowe	stow
Golgoða	golgotha
þæt	þæt|se
is	wesan|seon|is
on	on|an
ure	ure|ur
geþeode	geþeode|geþeodan
gereht	reссan|gereссan|gereccan
heafodpannena	heafodpanne
stow	stow
&	None
sealdon	sellan
him	him|hi|he
gebiterod	gebiterian
win	win
&	None
he	he
hit	hit
ne	nesan|neh|ne
onfeng	onfon
And	and
þa	þu|þa|se
hi	hi|heo
hine	he
ahengon	ahon
hi	hi|heo
dældon	dælan
his	hit|his|he
reaf	reofan|reaf
&	None
hlotu	hlot
wurpon	weorpan
hwæt	hwæt#2
gehwa	gehwa
name	niman
Þa	þa|se
wæs	wesan|seon|beon
underntid	underntid
&	None
hi	hi|heo
ahengon	ahon
hine	he
&	None
ofergewrit	ofergewrit
his	hit|his|he
gyltes	gylt
wæs	wesan|seon|beon
awriten	awriten|awritan
Iudea	iudeas|iudea
cyning	cyning
&	None
hi	hi|heo
ahengon	ahon
mid	mid
him	him|hi|he
twegen	twegen
sceaðan	sceaþa
anne	an
on	on|an
his	hit|his|he
swyðran	None
healfe	healf
&	None
oþerne	oþer|oðer
on	on|an
his	hit|his|he
wynstran	winestra
Þa	þa|se
wæs	wesan|seon|beon
þæt	þæt|se
gewrit	gewritan|gewrit
gefylled	gefyllan|fyllan
þæt	þæt|se
cwyð	None
&	None
he	he
wæs	wesan|seon|beon
mid	mid
unrihtwisum	unrihtwis
geteald	tellan|getellan
And	and
þa	þu|þa|se
ðe	þu|þe|ðe
forðstopon	forþstapan
hine	he
gremedon	gremman|gremian
&	None
hyra	hyra|hyr|hira|hi
heafod	heafod
cwehton	cweccan
&	None
ðus	þus
cwædon	cweþan|cweðan
wala	wæl|wala
se	se
towyrpð	toweorpan
þæt	þæt|se
tempel	templ|tempel
&	None
on	on|an
þrim	þri
dagon	None
eft	eft
getimbrað	getimbran
Gehæl	gehælan
ðe	þu|þe|ðe
sylfne	silf|self
of	of
þære	þære|se
rode	rode|rod
stigende	stigan
Eallswa	eallswa
þa	þu|þa|se
heahsacerdas	heahsacerd
bysmriende	bysmerian
betwux	betweoh
þam	þæm|þam|se
bocerum	bocere
cwædon	cweþan|cweðan
oðre	oðer
he	he
hale	hal
gedyde	gedon
hine	he
sylfne	silf|self
he	he
ne	nesan|neh|ne
mæg	mæg|magan
halne	hal
gedon	gedon|gedo|don
Crist	crist|Crist
Israhela	israel
cyning	cyning
astige	astigan
nu	nu
of	of
rode	rode|rod
þæt	þæt|se
we	we
geseon	geseon
&	None
gelyfon	gelyfan
And	and
þa	þu|þa|se
ðe	þu|þe|ðe
him	him|hi|he
mid	mid
hangodon	hangian
wæron	wesan|seon|beon
him	him|hi|he
mid	mid
gebundene	gebindan
And	and
þære	þære|se
syxtan	sixta
tide	tidan|tid
wurdo	None
þystru	þystru|þystre|þeostru
gewordene	None
geond	geond
ealle	ealle|eall|eal
eorðan	eorþ|eorðe
oð	oþ|oð
nontide	nontid
&	None
to	toh|to
nontide	nontid
se	se
hælend	hælend
clypode	clypian
mycelre	micel
stemne	stemn|stefn
heloi	heloi
heloi	heloi
lema	lemian|lema
sabbattani	sabbattani
þæt	þæt|se
is	wesan|seon|is
on	on|an
ure	ure|ur
geðeode	geþeode
min	min|ic
God	god
min	min|ic
God	god
hwi	hwy|hwi
forlete	forlætan
þu	þu
me	me|ic
&	None
sume	sum
þe	þu|þe|se
ðar	þær
abuton	abuton|abutan
stodon	standan
&	None
þis	þes
gehyrdon	gehyrdan|gehyran
hi	hi|heo
cwædon	cweþan|cweðan
nu	nu
þes	þes
clypað	clypian
Heliam	helias
Þa	þa|se
arn	yrnan|irnan|iernan
hyra	hyra|hyr|hira|hi
an	on|an
&	None
fylde	fyllan|fyld|fylan
ane	an
spingan	spynge
mid	mid
ecede	eced
&	None
on	on|an
hreod	hreodan|hreod
sette	settan
&	None
him	him|hi|he
drincan	drincan
sealde	sellan
&	None
cwæð	cweðan
lætað	None
þæt	þæt|se
we	we
geseon	geseon
hwæðer	hwæðer
Helias	helias
cume	cuman|ancuman
hine	he
nyþer	niþer
to	toh|to
settanne	None
Se	se
hælend	hælend
þa	þu|þa|se
asende	asendan
his	hit|his|he
stefne	stefn
&	None
forðferde	forþferan
&	None
þæs	se
temples	templ|tempel
wahrift	wagrift
wæs	wesan|seon|beon
tosliten	toslitan
on	on|an
twa	twegen|twa
of	of
ufewerdum	ufeweard
oð	oþ|oð
neoþewerd	niþerweard
Þa	þa|se
se	se
hundredman	hundredmann
þe	þu|þe|se
ðar	þær
stod	standan
agen	ongeagn|agen|agan
geseah	geseon
þæt	þæt|se
se	se
hælend	hælend
swa	swa
clypiende	clypian
forðferde	forþferan
he	he
cwæð	cweðan
soðlice	soþlice|soðlice
þes	þes
man	munan|mann|man
wæs	wesan|seon|beon
Godes	godes|god
sunu	sunu
And	and
þa	þu|þa|se
wif	wif
wæron	wesan|seon|beon
feorran	feorran|feorr|feor
behealdende	behealdan
&	None
betwux	betweoh
þam	þæm|þam|se
wæs	wesan|seon|beon
seo	seon|seo|se
Magdalenisce	magdalenisc
Maria	maria
&	None
Maria	maria
Iacobes	iacob
modor	modor
&	None
Salomeæ	salome
&	None
þa	þu|þa|se
he	he
wæs	wesan|seon|beon
on	on|an
Galilea	galilea
hi	hi|heo
fylidon	fylgean
him	him|hi|he
&	None
him	him|hi|he
þenedon	þennan|þenian
&	None
manega	manig|manega
oðre	oðer
þe	þu|þe|se
him	him|hi|he
mid	mid
ferdon	feran
on	on|an
Hierusalem	hierusalem
And	and
þa	þu|þa|se
æfen	æfen
wæs	wesan|seon|beon
geworden	weorþan|geweorþan
þæt	þæt|se
wæs	wesan|seon|beon
Parasceue	parasceue
þæt	þæt|se
is	wesan|seon|is
ær	ær
Sæterdæge	sæterndæg
Þa	þa|se
com	cuman
Iosep	iosep
se	se
æðela	æðele
gerefa	gerefa
of	of
Abarimathia	abarimathia
se	se
sylfa	self
Godes	godes|god
rices	None
geanbidode	geanbidian
&	None
he	he
dyrstiglice	dyrstelice
into	into
Pilate	pilatus
eode	gan|eadan
&	None
bæd	bædan|biddan
þæs	se
hælendes	hælend
lichaman	lichama
Ða	þa|se
wundrode	wundrian
Pilatus	pilatus
gif	gif
he	he
þa	þu|þa|se
gyt	git
forðferde	forþferan
þa	þu|þa|se
clypode	clypian
he	he
þæne	se
hundredman	hundredmann
&	None
hine	he
ahsode	None
hwæðer	hwæðer
he	he
dead	dead
wære	wære|wær|wesan|seon|beon
Ða	þa|se
he	he
wiste	witan|wist
þæt	þæt|se
þa	þu|þa|se
agef	None
he	he
þone	se
lichaman	lichama
Iosepe	iosep
Þa	þa|se
bohte	byсgan|bycgan
Iosep	iosep
ane	an
scytan	scite
&	None
hine	he
þaron	þæron|þaron
befeold	befealdan
&	None
on	on|an
byrgene	byrgen
lede	None
seo	seon|seo|se
wæs	wesan|seon|beon
of	of
stane	stane|stan
aheawen	aheawan
&	None
wylte	wiltan
anne	an
stan	stan
to	toh|to
ðære	se
byrgenne	byrgenn|byrgen|byrgan
dura	duru
Ða	þa|se
com	cuman
Maria	maria
Magdalene	magdalene
&	None
Iosepes	iosep
Maria	maria
&	None
beheoldon	behealdan
hwar	hwær
he	he
geled	gelecgan
wære	wære|wær|wesan|seon|beon
&	None
ða	þe|þa|ða|se
Sæternes.dæg	sæterndæg
wæs	wesan|seon|beon
agan	aginnan|agan
seo	seon|seo|se
Magdalenisce	magdalenisc
Maria	maria
&	None
Iacobes	iacob
Maria	maria
&	None
Salomeę	salome
bohton	byсgan|bycgan
wyrtgemang	wyrtgemang
þæt	þæt|se
hi	hi|heo
comon	cuman
&	None
hine	he
smyredon	smirwan
And	and
swyðe	swiðe
ær	ær
anum	an
restedæge	restedæg
comon	cuman
to	toh|to
þære	þære|se
byrgene	byrgen
upasprungenre	upaspringan
sunnan	sunne|sunnan|sunna
&	None
cwædon	cweþan|cweðan
him	him|hi|he
betwynan	betweonan
hwa	hwæt|hwa
awylt	awyltan
us	we|us
ðysne	þes
stan	stan
of	of
þære	þære|se
byrgene	byrgen
dura	duru
Þa	þa|se
hi	hi|heo
hi	hi|heo
besawon	beseon
hi	hi|heo
gesawon	geseon
þæne	se
stan	stan
aweg	aweg
awyltne	awyltan
Soðlice	soþlice|soðlice
he	he
wæs	wesan|seon|beon
swyðe	swiðe
mycel	micel
And	and
þa	þu|þa|se
hi	hi|heo
eodon	gan|eadan
on	on|an
þa	þu|þa|se
